mean,median,std,sum,count,q5,q10,q25,q75,q90,q95,feature,group,value,sub_group,sub_value
46.43,48.0,19.914,16947.0,365.0,13.2,20.0,33.0,65.0,71.0,73.8,min_temp,year,1919,,
46.038,48.5,18.561,16850.0,366.0,13.25,20.0,32.0,63.0,68.0,70.0,min_temp,year,1920,,
49.636,49.0,17.816,18117.0,365.0,23.0,26.0,34.0,67.0,73.0,74.0,min_temp,year,1921,,
47.603,51.0,19.281,17375.0,365.0,14.0,19.4,34.0,64.0,71.6,74.0,min_temp,year,1922,,
47.033,47.0,18.083,17167.0,365.0,19.2,25.0,33.0,62.0,71.0,74.0,min_temp,year,1923,,
44.344,46.0,20.019,16230.0,366.0,5.25,15.0,31.0,61.0,68.0,70.75,min_temp,year,1924,,
46.49,45.0,19.44,16969.0,365.0,16.0,20.0,32.0,65.0,70.6,74.0,min_temp,year,1925,,
46.121,45.0,18.783,16834.0,365.0,19.0,22.0,31.0,64.0,70.0,72.8,min_temp,year,1926,,
46.805,50.0,18.499,17084.0,365.0,13.0,20.4,35.0,62.0,69.0,72.8,min_temp,year,1927,,
47.03,47.5,17.181,17213.0,366.0,19.0,25.0,34.0,61.0,69.0,71.0,min_temp,year,1928,,
45.107,48.0,20.934,16464.0,365.0,7.0,12.0,32.0,63.0,70.0,73.8,min_temp,year,1929,,
47.6,50.0,20.176,17374.0,365.0,12.2,22.0,32.0,64.0,71.0,76.0,min_temp,year,1930,,
50.458,49.0,16.869,18417.0,365.0,25.2,30.0,35.0,66.0,73.0,77.0,min_temp,year,1931,,
46.811,48.0,20.081,17133.0,366.0,11.0,19.5,31.0,64.0,72.0,75.0,min_temp,year,1932,,
49.071,48.0,18.988,17911.0,365.0,19.0,25.4,36.0,67.0,73.0,75.0,min_temp,year,1933,,
47.721,49.0,20.408,17418.0,365.0,17.0,23.0,31.0,64.0,76.6,81.0,min_temp,year,1934,,
46.808,45.0,18.813,17085.0,365.0,18.0,26.0,32.0,62.0,73.0,77.8,min_temp,year,1935,,
45.959,49.0,23.616,16821.0,366.0,-0.75,16.0,30.0,65.0,75.5,81.0,min_temp,year,1936,,
45.241,46.0,21.426,16513.0,365.0,9.0,14.4,28.0,65.0,73.0,76.0,min_temp,year,1937,,
48.268,49.0,18.917,17618.0,365.0,18.2,24.0,32.0,65.0,72.0,76.0,min_temp,year,1938,,
47.723,47.0,19.444,17419.0,365.0,16.4,23.0,33.0,66.0,71.0,75.8,min_temp,year,1939,,
44.844,47.0,21.236,16413.0,366.0,7.0,16.5,31.0,63.0,70.0,73.0,min_temp,year,1940,,
48.425,50.0,18.487,17675.0,365.0,20.0,23.0,32.0,65.0,71.6,74.0,min_temp,year,1941,,
47.038,48.0,19.334,17169.0,365.0,17.0,23.4,32.0,65.0,71.6,74.8,min_temp,year,1942,,
45.241,46.0,20.536,16513.0,365.0,12.2,20.0,29.0,63.0,73.0,76.0,min_temp,year,1943,,
46.954,47.5,19.3,17185.0,366.0,15.25,22.0,31.0,65.75,71.0,72.75,min_temp,year,1944,,
45.693,46.0,18.64,16678.0,365.0,14.0,20.4,31.0,62.0,69.0,73.0,min_temp,year,1945,,
48.775,51.0,17.039,17803.0,365.0,20.0,26.4,36.0,63.0,70.0,73.8,min_temp,year,1946,,
46.729,47.0,20.083,17056.0,365.0,14.2,22.0,30.0,63.0,74.0,77.0,min_temp,year,1947,,
45.937,49.0,20.237,16813.0,366.0,11.0,17.0,30.0,65.0,70.0,72.0,min_temp,year,1948,,
46.564,47.0,19.247,16996.0,365.0,14.2,20.0,31.0,64.0,71.0,74.8,min_temp,year,1949,,
43.767,46.0,19.265,15975.0,365.0,11.2,17.0,28.0,61.0,67.0,69.0,min_temp,year,1950,,
44.419,45.0,19.731,16213.0,365.0,9.2,18.4,30.0,62.0,68.0,70.0,min_temp,year,1951,,
46.855,45.0,18.969,17149.0,366.0,18.0,24.0,32.0,64.0,72.0,76.75,min_temp,year,1952,,
48.411,47.0,18.541,17670.0,365.0,22.0,25.0,32.0,65.0,74.0,77.0,min_temp,year,1953,,
49.003,49.0,19.785,17886.0,365.0,18.2,24.0,33.0,66.0,76.0,79.0,min_temp,year,1954,,
47.252,50.0,20.736,17247.0,365.0,13.2,17.0,29.0,64.0,74.0,76.8,min_temp,year,1955,,
47.514,49.0,19.774,17390.0,366.0,15.25,20.5,31.0,65.75,72.0,76.0,min_temp,year,1956,,
47.682,49.0,18.994,17404.0,365.0,16.2,25.0,32.0,64.0,72.6,76.0,min_temp,year,1957,,
47.005,48.0,19.85,17157.0,365.0,11.0,18.0,32.0,65.0,70.6,73.8,min_temp,year,1958,,
47.4,47.0,19.753,17301.0,365.0,14.2,21.0,32.0,66.0,72.0,75.0,min_temp,year,1959,,
45.973,49.0,20.85,16826.0,366.0,11.0,16.5,28.0,65.0,71.0,74.0,min_temp,year,1960,,
44.668,45.0,18.214,16304.0,365.0,12.0,20.4,32.0,60.0,68.6,71.0,min_temp,year,1961,,
46.167,49.0,20.6,16851.0,365.0,9.0,18.0,33.0,64.0,70.0,71.8,min_temp,year,1962,,
47.384,53.0,22.559,17295.0,365.0,5.0,11.0,31.0,66.0,73.0,75.0,min_temp,year,1963,,
47.372,48.0,18.823,17338.0,366.0,17.0,22.5,32.0,64.0,70.5,75.0,min_temp,year,1964,,
46.707,48.0,19.446,17048.0,365.0,13.0,19.0,31.0,65.0,70.0,72.0,min_temp,year,1965,,
45.816,46.0,19.471,16723.0,365.0,15.0,18.0,31.0,62.0,71.6,74.0,min_temp,year,1966,,
45.896,47.0,17.839,16752.0,365.0,16.0,21.0,32.0,61.0,68.0,71.8,min_temp,year,1967,,
45.434,47.0,20.208,16629.0,366.0,12.0,18.0,30.0,62.0,72.0,74.0,min_temp,year,1968,,
46.088,45.0,19.478,16822.0,365.0,16.2,21.0,31.0,65.0,71.0,73.8,min_temp,year,1969,,
47.455,47.0,20.162,17321.0,365.0,14.0,22.0,32.0,65.0,73.6,76.0,min_temp,year,1970,,
47.085,49.0,19.116,17186.0,365.0,15.2,22.0,32.0,64.0,71.0,73.8,min_temp,year,1971,,
45.473,47.0,20.531,16643.0,366.0,7.25,18.0,31.0,63.0,71.5,74.0,min_temp,year,1972,,
45.863,47.0,18.298,16740.0,365.0,13.2,22.4,33.0,62.0,68.0,70.0,min_temp,year,1973,,
44.463,46.0,18.265,16229.0,365.0,13.0,22.0,32.0,59.0,67.0,71.0,min_temp,year,1974,,
44.674,46.0,19.71,16306.0,365.0,12.0,18.4,29.0,62.0,70.0,72.0,min_temp,year,1975,,
42.74,44.0,19.475,15643.0,366.0,7.25,16.0,29.25,60.0,67.0,71.0,min_temp,year,1976,,
45.164,51.0,21.372,16485.0,365.0,3.6,14.0,30.0,63.0,69.0,72.0,min_temp,year,1977,,
42.962,46.0,22.161,15681.0,365.0,1.0,10.4,28.0,62.0,70.0,72.8,min_temp,year,1978,,
41.844,44.0,21.901,15273.0,365.0,-1.0,11.0,28.0,61.0,68.0,71.0,min_temp,year,1979,,
43.962,44.0,21.008,16090.0,366.0,9.0,17.5,28.0,62.0,71.0,75.0,min_temp,year,1980,,
44.822,47.0,19.777,16360.0,365.0,9.0,18.0,30.0,61.0,69.0,72.0,min_temp,year,1981,,
43.058,45.0,21.353,15716.0,365.0,6.2,13.4,28.0,62.0,68.0,71.8,min_temp,year,1982,,
43.833,44.0,21.171,15999.0,365.0,10.0,20.0,30.0,62.0,71.0,74.0,min_temp,year,1983,,
43.577,43.5,18.479,15949.0,366.0,14.0,21.5,30.0,60.75,67.0,71.0,min_temp,year,1984,,
41.874,47.0,21.795,15284.0,365.0,1.0,8.4,27.0,60.0,66.0,69.8,min_temp,year,1985,,
45.553,47.0,18.985,16627.0,365.0,15.0,21.0,29.0,63.0,69.0,72.0,min_temp,year,1986,,
46.225,45.0,17.757,16872.0,365.0,19.0,24.0,31.0,62.0,69.0,73.0,min_temp,year,1987,,
43.65,43.5,20.732,15976.0,366.0,8.0,16.0,28.25,61.0,71.0,75.0,min_temp,year,1988,,
42.134,43.0,21.03,15379.0,365.0,4.0,16.0,27.0,60.0,67.0,70.0,min_temp,year,1989,,
45.562,44.0,18.901,16630.0,365.0,18.0,22.0,31.0,62.0,70.0,74.0,min_temp,year,1990,,
45.227,46.0,19.853,16508.0,365.0,11.2,20.0,30.0,63.0,70.0,72.0,min_temp,year,1991,,
44.287,44.0,15.465,16209.0,366.0,21.0,24.0,31.0,58.0,64.0,67.0,min_temp,year,1992,,
43.142,43.0,19.347,15747.0,365.0,13.0,17.0,29.0,59.0,69.0,72.0,min_temp,year,1993,,
44.249,45.0,18.576,16151.0,365.0,11.0,21.0,30.0,60.0,68.0,71.0,min_temp,year,1994,,
43.603,44.0,19.043,15915.0,365.0,14.2,18.0,29.0,61.0,69.0,71.0,min_temp,year,1995,,
42.191,44.0,20.863,15442.0,366.0,4.25,14.0,27.0,60.75,68.0,70.75,min_temp,year,1996,,
43.764,44.0,18.775,15974.0,365.0,13.6,21.0,30.0,61.0,68.0,70.0,min_temp,year,1997,,
47.825,48.0,18.129,17456.0,365.0,18.2,25.4,34.0,65.0,69.6,72.8,min_temp,year,1998,,
45.595,47.0,17.434,16642.0,365.0,17.2,24.0,32.0,59.0,69.0,72.0,min_temp,year,1999,,
44.538,47.0,20.507,16301.0,366.0,9.0,16.0,28.0,62.0,70.5,73.0,min_temp,year,2000,,
45.732,48.0,18.987,16692.0,365.0,14.2,20.0,30.0,61.0,69.0,73.8,min_temp,year,2001,,
44.808,42.0,18.997,16355.0,365.0,18.0,21.4,29.0,64.0,70.0,72.0,min_temp,year,2002,,
44.277,46.0,19.116,16161.0,365.0,12.0,17.4,30.0,60.0,69.0,72.0,min_temp,year,2003,,
45.339,49.0,18.614,16594.0,366.0,10.25,19.0,32.0,61.0,67.0,69.0,min_temp,year,2004,,
46.263,45.0,18.959,16886.0,365.0,13.2,22.0,31.0,64.0,69.0,72.0,min_temp,year,2005,,
47.89,48.0,17.49,17480.0,365.0,21.0,25.0,34.0,62.0,71.0,73.0,min_temp,year,2006,,
45.701,49.0,20.524,16681.0,365.0,13.0,16.4,27.0,64.0,70.0,72.0,min_temp,year,2007,,
42.735,44.0,20.341,15641.0,366.0,6.5,13.0,27.25,61.0,67.0,71.0,min_temp,year,2008,,
44.107,46.0,18.816,16099.0,365.0,13.0,17.0,30.0,60.0,67.0,69.8,min_temp,year,2009,,
45.721,47.0,20.782,16688.0,365.0,12.2,16.4,31.0,65.0,72.0,74.0,min_temp,year,2010,,
44.537,45.0,20.376,16256.0,365.0,11.0,18.0,30.0,63.0,72.0,75.0,min_temp,year,2011,,
47.464,49.0,18.083,17372.0,366.0,17.25,23.0,33.0,63.0,70.0,73.0,min_temp,year,2012,,
43.164,44.0,19.758,15755.0,365.0,11.0,16.4,27.0,62.0,68.6,71.0,min_temp,year,2013,,
42.54,43.0,21.103,15527.0,365.0,4.2,15.0,27.0,61.0,68.0,70.8,min_temp,year,2014,,
45.816,47.0,19.263,16723.0,365.0,11.2,19.0,32.0,63.0,69.6,72.8,min_temp,year,2015,,
47.082,49.0,19.008,17232.0,366.0,17.0,20.5,31.0,64.0,70.0,73.0,min_temp,year,2016,,
46.249,48.0,17.767,16881.0,365.0,17.0,23.0,33.0,62.0,68.0,70.8,min_temp,year,2017,,
44.449,43.0,21.044,16224.0,365.0,11.0,17.0,27.0,65.0,70.0,73.0,min_temp,year,2018,,
44.567,45.0,19.8,16267.0,365.0,13.0,18.0,29.0,64.0,69.0,71.0,min_temp,year,2019,,
45.656,44.0,17.682,16710.0,366.0,19.25,24.0,31.0,62.0,69.0,71.75,min_temp,year,2020,,
47.118,47.0,18.911,17198.0,365.0,19.0,24.0,32.0,65.0,70.0,73.0,min_temp,year,2021,,
44.66,46.0,20.626,16301.0,365.0,8.2,16.4,29.0,63.0,70.6,74.0,min_temp,year,2022,,
46.515,46.0,17.246,16978.0,365.0,20.0,25.0,32.0,62.0,68.0,71.0,min_temp,year,2023,,
46.484,48.0,18.176,17013.0,366.0,17.0,23.5,33.25,61.0,69.0,71.0,min_temp,year,2024,,
27.1,28.0,11.543,2439.0,90.0,6.0,9.9,21.25,34.0,42.0,44.0,min_temp,year,1889,quarter,1
53.813,54.0,9.197,4897.0,91.0,39.5,42.0,47.5,60.0,67.0,68.0,min_temp,year,1889,quarter,2
63.174,65.0,7.534,5812.0,92.0,47.55,52.1,60.0,68.0,71.0,72.0,min_temp,year,1889,quarter,3
39.13,39.0,9.91,3600.0,92.0,24.55,27.0,34.0,46.0,50.9,56.45,min_temp,year,1889,quarter,4
25.278,28.0,13.285,2275.0,90.0,4.45,6.9,14.25,35.0,39.1,42.0,min_temp,year,1890,quarter,1
56.066,56.0,11.122,5102.0,91.0,37.5,42.0,48.0,64.0,72.0,73.0,min_temp,year,1890,quarter,2
62.717,64.5,9.116,5770.0,92.0,46.0,50.0,57.0,70.0,74.0,75.45,min_temp,year,1890,quarter,3
37.543,37.0,10.791,3454.0,92.0,20.55,24.1,30.75,44.25,51.9,58.0,min_temp,year,1890,quarter,4
24.589,26.0,9.457,2213.0,90.0,10.0,11.9,18.25,31.75,35.1,38.0,min_temp,year,1891,quarter,1
54.099,55.0,10.236,4923.0,91.0,36.0,41.0,48.0,61.0,66.0,68.5,min_temp,year,1891,quarter,2
63.011,64.0,6.624,5797.0,92.0,49.55,55.0,59.0,67.25,70.9,73.45,min_temp,year,1891,quarter,3
35.913,35.0,12.35,3304.0,92.0,13.1,22.0,29.75,43.0,50.0,55.45,min_temp,year,1891,quarter,4
25.538,28.0,12.945,2324.0,91.0,1.5,7.0,18.5,33.5,41.0,44.0,min_temp,year,1892,quarter,1
53.648,54.0,11.273,4882.0,91.0,36.0,39.0,44.5,62.5,69.0,71.5,min_temp,year,1892,quarter,2
64.185,64.0,6.587,5905.0,92.0,53.55,55.0,60.0,70.0,73.0,74.0,min_temp,year,1892,quarter,3
34.25,33.0,16.072,3151.0,92.0,7.1,14.1,24.0,45.0,58.0,60.0,min_temp,year,1892,quarter,4
19.578,19.0,13.833,1762.0,90.0,-2.0,0.0,9.25,31.75,37.1,40.1,min_temp,year,1893,quarter,1
52.132,54.0,13.189,4744.0,91.0,32.5,38.0,45.5,61.5,66.0,69.0,min_temp,year,1893,quarter,2
63.88,65.0,6.99,5877.0,92.0,49.55,52.0,62.0,69.0,70.0,71.45,min_temp,year,1893,quarter,3
30.348,32.0,16.228,2792.0,92.0,0.0,2.4,21.0,42.0,51.8,53.0,min_temp,year,1893,quarter,4
23.767,23.0,16.072,2139.0,90.0,0.0,0.0,12.0,35.0,44.1,48.65,min_temp,year,1894,quarter,1
54.989,56.0,11.972,5004.0,91.0,36.0,39.0,48.0,64.0,68.0,70.0,min_temp,year,1894,quarter,2
63.674,65.0,9.863,5858.0,92.0,49.1,54.0,60.75,69.0,73.0,75.0,min_temp,year,1894,quarter,3
33.967,35.0,16.63,3125.0,92.0,0.0,4.0,26.75,44.25,55.0,57.9,min_temp,year,1894,quarter,4
18.778,16.0,17.816,1690.0,90.0,-4.55,-0.1,2.5,30.0,42.0,52.1,min_temp,year,1895,quarter,1
55.429,58.0,11.515,5044.0,91.0,39.5,43.0,47.0,63.0,68.0,70.0,min_temp,year,1895,quarter,2
64.891,66.5,10.337,5970.0,92.0,48.65,57.0,62.75,72.0,73.0,74.45,min_temp,year,1895,quarter,3
31.109,32.0,14.244,2862.0,92.0,0.0,10.3,25.0,41.0,49.0,51.0,min_temp,year,1895,quarter,4
25.121,25.0,10.832,2286.0,91.0,3.0,12.0,19.0,31.5,40.0,42.0,min_temp,year,1896,quarter,1
58.352,60.0,9.381,5310.0,91.0,41.0,48.0,53.0,65.5,68.0,71.0,min_temp,year,1896,quarter,2
63.13,66.0,11.283,5808.0,92.0,45.0,50.0,58.0,69.25,75.0,77.45,min_temp,year,1896,quarter,3
35.674,36.5,12.168,3282.0,92.0,17.0,21.1,28.0,43.25,50.0,53.8,min_temp,year,1896,quarter,4
26.589,28.5,12.042,2393.0,90.0,2.35,8.0,24.0,32.0,40.1,48.0,min_temp,year,1897,quarter,1
55.341,55.0,10.928,5036.0,91.0,39.0,40.0,47.0,62.5,70.0,73.0,min_temp,year,1897,quarter,2
67.022,67.0,7.263,6166.0,92.0,56.55,58.0,62.75,72.25,76.0,78.45,min_temp,year,1897,quarter,3
35.891,36.0,16.417,3302.0,92.0,10.55,13.1,25.0,49.0,56.9,62.9,min_temp,year,1897,quarter,4
29.278,30.5,9.401,2635.0,90.0,12.45,17.0,24.0,34.0,42.0,45.1,min_temp,year,1898,quarter,1
56.099,57.0,11.48,5105.0,91.0,38.0,40.0,47.5,66.0,69.0,70.5,min_temp,year,1898,quarter,2
66.37,68.0,6.586,6106.0,92.0,51.0,59.0,63.0,72.0,73.0,74.0,min_temp,year,1898,quarter,3
32.348,32.0,16.285,2976.0,92.0,4.1,7.1,24.0,41.25,54.0,58.9,min_temp,year,1898,quarter,4
19.633,22.5,15.695,1767.0,90.0,-7.75,-2.2,8.5,32.0,36.1,38.55,min_temp,year,1899,quarter,1
56.593,60.0,12.156,5150.0,91.0,30.5,38.0,51.5,65.0,69.0,71.0,min_temp,year,1899,quarter,2
65.12,68.0,8.547,5991.0,92.0,49.0,53.1,60.75,70.0,74.0,75.0,min_temp,year,1899,quarter,3
39.565,41.5,15.775,3640.0,92.0,13.0,15.0,29.75,51.0,58.9,65.45,min_temp,year,1899,quarter,4
24.733,27.5,12.431,2226.0,90.0,3.0,6.0,14.75,34.0,39.1,41.0,min_temp,year,1900,quarter,1
57.0,59.0,9.692,5187.0,91.0,37.0,43.0,51.0,65.0,68.0,68.5,min_temp,year,1900,quarter,2
67.489,69.0,7.201,6209.0,92.0,52.75,56.3,64.75,73.0,74.9,76.0,min_temp,year,1900,quarter,3
38.728,36.0,13.962,3563.0,92.0,19.55,23.0,30.0,47.0,58.9,64.35,min_temp,year,1900,quarter,4
26.111,27.0,10.775,2350.0,90.0,6.0,12.0,18.25,34.0,40.1,43.55,min_temp,year,1901,quarter,1
55.956,56.0,12.132,5092.0,91.0,34.5,40.0,46.5,64.0,73.0,75.5,min_temp,year,1901,quarter,2
68.185,70.0,9.187,6273.0,92.0,47.2,58.0,64.75,74.0,78.9,80.0,min_temp,year,1901,quarter,3
36.196,36.0,16.06,3330.0,92.0,-0.35,24.0,29.0,48.25,56.0,58.45,min_temp,year,1901,quarter,4
25.144,26.5,14.057,2263.0,90.0,1.8,6.9,16.0,34.0,43.0,47.55,min_temp,year,1902,quarter,1
55.615,58.0,11.039,5061.0,91.0,35.5,40.0,47.0,62.5,70.0,71.0,min_temp,year,1902,quarter,2
63.75,65.0,8.264,5865.0,92.0,50.0,51.1,58.0,70.0,73.0,76.0,min_temp,year,1902,quarter,3
38.478,39.0,15.019,3540.0,92.0,13.55,16.3,27.75,51.0,56.0,59.35,min_temp,year,1902,quarter,4
27.067,27.0,12.506,2436.0,90.0,4.0,14.9,22.0,34.75,40.1,43.65,min_temp,year,1903,quarter,1
54.352,58.0,9.536,4946.0,91.0,38.0,40.0,47.5,61.0,64.0,65.5,min_temp,year,1903,quarter,2
64.609,66.0,7.945,5944.0,92.0,48.65,54.0,60.0,71.0,73.9,74.0,min_temp,year,1903,quarter,3
35.217,34.5,14.423,3240.0,92.0,11.3,16.1,25.0,46.25,53.0,55.45,min_temp,year,1903,quarter,4
24.253,25.0,13.191,2207.0,91.0,1.5,8.0,14.5,34.0,40.0,45.0,min_temp,year,1904,quarter,1
52.659,55.0,11.015,4792.0,91.0,33.5,35.0,44.0,62.0,65.0,67.5,min_temp,year,1904,quarter,2
64.533,65.0,6.169,5937.0,92.0,54.55,56.1,61.0,69.0,72.0,73.45,min_temp,year,1904,quarter,3
37.391,38.5,13.635,3440.0,92.0,12.55,21.1,28.0,47.0,52.0,57.35,min_temp,year,1904,quarter,4
22.811,24.0,19.084,2053.0,90.0,-8.55,-4.1,9.0,39.0,46.0,50.65,min_temp,year,1905,quarter,1
55.67,57.0,10.522,5066.0,91.0,36.0,40.0,50.0,64.0,69.0,70.5,min_temp,year,1905,quarter,2
66.065,66.0,4.965,6078.0,92.0,57.0,60.0,63.0,69.25,72.0,73.0,min_temp,year,1905,quarter,3
37.022,36.5,12.008,3406.0,92.0,19.55,21.1,30.5,44.0,52.7,58.45,min_temp,year,1905,quarter,4
25.444,26.5,10.44,2290.0,90.0,7.45,10.0,18.0,33.75,37.1,39.55,min_temp,year,1906,quarter,1
56.857,59.0,9.156,5174.0,91.0,41.0,43.0,50.5,64.0,67.0,69.0,min_temp,year,1906,quarter,2
66.533,67.0,5.815,6121.0,92.0,55.55,59.1,63.75,71.0,73.0,74.0,min_temp,year,1906,quarter,3
36.435,35.5,11.593,3352.0,92.0,19.1,21.1,27.75,45.0,52.9,55.0,min_temp,year,1906,quarter,4
30.256,31.0,14.631,2723.0,90.0,8.8,13.8,21.25,36.0,45.7,60.85,min_temp,year,1907,quarter,1
50.088,49.0,12.431,4558.0,91.0,30.5,34.0,40.5,62.5,66.0,68.0,min_temp,year,1907,quarter,2
66.109,67.0,7.599,6082.0,92.0,51.55,55.2,61.0,71.0,74.9,77.0,min_temp,year,1907,quarter,3
37.457,37.0,10.412,3446.0,92.0,22.55,25.0,29.75,44.0,52.9,55.0,min_temp,year,1907,quarter,4
28.978,30.0,9.934,2637.0,91.0,10.5,16.0,24.0,36.0,41.0,43.0,min_temp,year,1908,quarter,1
55.242,58.0,10.689,5027.0,91.0,37.0,40.0,48.0,62.0,66.0,68.5,min_temp,year,1908,quarter,2
64.717,67.0,9.822,5954.0,92.0,52.3,59.0,62.0,70.0,72.9,74.0,min_temp,year,1908,quarter,3
37.783,37.0,11.464,3476.0,92.0,21.55,22.2,30.75,45.0,53.8,58.35,min_temp,year,1908,quarter,4
27.2,29.5,13.337,2448.0,90.0,1.0,5.8,22.0,35.75,41.3,47.1,min_temp,year,1909,quarter,1
53.527,56.0,11.434,4871.0,91.0,34.5,37.0,43.5,62.0,67.0,70.0,min_temp,year,1909,quarter,2
66.946,69.5,7.587,6159.0,92.0,52.1,55.0,63.75,72.0,75.0,76.0,min_temp,year,1909,quarter,3
35.098,39.0,17.987,3229.0,92.0,5.1,8.1,21.5,47.0,56.9,59.0,min_temp,year,1909,quarter,4
29.744,28.5,16.644,2677.0,90.0,5.9,8.9,19.0,40.0,53.1,62.55,min_temp,year,1910,quarter,1
53.747,54.0,10.729,4891.0,91.0,34.0,41.0,47.0,59.0,70.0,71.0,min_temp,year,1910,quarter,2
65.489,66.0,7.187,6025.0,92.0,53.0,55.1,61.0,70.0,74.8,77.0,min_temp,year,1910,quarter,3
36.63,34.0,13.748,3370.0,92.0,17.1,21.1,27.75,46.25,57.8,63.0,min_temp,year,1910,quarter,4
29.144,30.0,11.836,2623.0,90.0,11.8,15.9,22.0,36.75,42.1,47.0,min_temp,year,1911,quarter,1
57.802,62.0,13.53,5260.0,91.0,36.0,37.0,48.0,69.0,74.0,76.5,min_temp,year,1911,quarter,2
67.88,68.0,7.259,6245.0,92.0,56.0,57.1,63.0,73.0,78.0,80.0,min_temp,year,1911,quarter,3
35.293,36.0,13.853,3247.0,92.0,11.55,18.0,29.0,45.25,51.9,58.45,min_temp,year,1911,quarter,4
17.912,20.0,14.024,1630.0,91.0,-10.5,-4.0,11.0,27.5,35.0,38.5,min_temp,year,1912,quarter,1
55.857,57.0,9.735,5083.0,91.0,39.0,44.0,48.0,63.0,69.0,70.0,min_temp,year,1912,quarter,2
66.109,69.0,10.007,6082.0,92.0,45.55,49.1,61.75,74.0,76.0,77.45,min_temp,year,1912,quarter,3
37.859,35.5,12.365,3483.0,92.0,19.55,25.0,29.0,47.25,54.9,56.45,min_temp,year,1912,quarter,4
23.633,25.0,12.905,2127.0,90.0,4.45,6.0,13.0,31.75,42.0,45.55,min_temp,year,1913,quarter,1
56.967,56.0,11.164,5184.0,91.0,39.5,42.0,48.5,65.0,71.0,75.0,min_temp,year,1913,quarter,2
69.239,71.5,9.67,6370.0,92.0,49.0,54.1,63.75,77.0,79.0,80.45,min_temp,year,1913,quarter,3
40.946,40.0,13.048,3767.0,92.0,21.0,25.0,30.75,52.0,59.8,63.0,min_temp,year,1913,quarter,4
27.1,26.5,12.178,2439.0,90.0,9.45,13.0,20.0,34.0,44.1,47.0,min_temp,year,1914,quarter,1
57.846,61.0,13.183,5264.0,91.0,35.0,39.0,47.5,68.0,73.0,76.0,min_temp,year,1914,quarter,2
67.554,68.0,6.817,6215.0,92.0,54.55,58.1,63.75,72.25,75.0,77.0,min_temp,year,1914,quarter,3
36.772,40.5,18.321,3383.0,92.0,4.1,9.1,23.75,50.5,58.0,60.0,min_temp,year,1914,quarter,4
27.133,29.0,10.099,2442.0,90.0,8.15,14.9,23.25,32.0,38.1,40.55,min_temp,year,1915,quarter,1
56.077,57.0,8.666,5103.0,91.0,41.5,44.0,50.5,63.0,67.0,68.0,min_temp,year,1915,quarter,2
63.804,64.5,6.439,5870.0,92.0,52.1,56.0,59.5,69.0,72.0,73.45,min_temp,year,1915,quarter,3
40.239,38.5,12.825,3702.0,92.0,21.1,23.2,31.75,52.0,56.0,59.45,min_temp,year,1915,quarter,4
24.956,27.0,14.359,2271.0,91.0,2.5,5.0,14.0,35.0,42.0,45.0,min_temp,year,1916,quarter,1
54.22,55.0,10.183,4934.0,91.0,39.5,41.0,47.0,62.0,66.0,69.0,min_temp,year,1916,quarter,2
67.109,70.0,9.593,6174.0,92.0,48.0,52.1,62.75,75.0,77.0,78.45,min_temp,year,1916,quarter,3
35.728,38.0,16.22,3287.0,92.0,5.55,13.2,24.0,47.0,54.9,60.45,min_temp,year,1916,quarter,4
24.233,26.0,13.019,2181.0,90.0,3.9,7.9,15.5,33.0,39.1,43.0,min_temp,year,1917,quarter,1
52.231,53.0,11.35,4753.0,91.0,34.5,38.0,43.0,60.0,66.0,70.0,min_temp,year,1917,quarter,2
64.848,66.0,7.297,5966.0,92.0,53.55,55.0,60.0,70.0,72.9,75.9,min_temp,year,1917,quarter,3
31.533,33.5,16.756,2901.0,92.0,-1.45,3.2,26.0,42.0,52.9,54.45,min_temp,year,1917,quarter,4
23.589,24.5,17.35,2123.0,90.0,-4.75,2.0,9.0,38.75,46.0,48.0,min_temp,year,1918,quarter,1
56.648,59.0,13.822,5155.0,91.0,32.5,38.0,45.0,68.5,73.0,76.5,min_temp,year,1918,quarter,2
65.337,67.5,10.012,6011.0,92.0,47.0,52.0,59.75,72.0,76.0,81.0,min_temp,year,1918,quarter,3
41.5,41.5,13.422,3818.0,92.0,19.55,25.1,32.75,52.0,59.9,61.0,min_temp,year,1918,quarter,4
29.344,33.0,12.582,2641.0,90.0,2.45,14.8,22.25,38.0,42.1,45.0,min_temp,year,1919,quarter,1
55.473,53.0,11.016,5048.0,91.0,37.0,39.0,49.5,65.5,70.0,72.0,min_temp,year,1919,quarter,2
67.696,69.0,6.502,6228.0,92.0,55.55,59.0,63.0,72.25,75.0,76.45,min_temp,year,1919,quarter,3
32.935,34.0,16.04,3030.0,92.0,5.2,13.1,21.75,42.5,54.0,57.9,min_temp,year,1919,quarter,4
27.385,29.0,11.864,2492.0,91.0,9.0,11.0,17.5,34.0,43.0,49.0,min_temp,year,1920,quarter,1
52.978,55.0,12.516,4821.0,91.0,31.0,36.0,45.0,62.0,69.0,70.5,min_temp,year,1920,quarter,2
64.967,66.0,6.056,5977.0,92.0,56.55,59.0,62.0,69.0,70.9,73.45,min_temp,year,1920,quarter,3
38.696,36.5,15.433,3560.0,92.0,11.0,18.2,31.0,52.0,61.0,64.0,min_temp,year,1920,quarter,4
34.144,33.0,10.192,3073.0,90.0,18.9,23.0,28.0,39.75,48.1,54.55,min_temp,year,1921,quarter,1
