mean,median,std,sum,count,q5,q10,q25,q75,q90,q95,feature,group,value,sub_group,sub_value
67.128,69.0,14.214,54978.0,819.0,41.0,48.8,58.0,77.0,84.0,88.0,max_temp,year_segment,2007-2015,season,fall
65.545,68.0,14.253,54271.0,828.0,40.0,45.0,57.0,76.25,83.0,85.0,max_temp,year_segment,2007-2015,season,spring
86.882,87.0,7.084,71938.0,828.0,75.0,78.0,82.0,92.0,96.0,99.0,max_temp,year_segment,2007-2015,season,summer
39.805,39.0,13.292,32322.0,812.0,18.0,22.1,30.0,49.0,58.0,62.0,max_temp,year_segment,2007-2015,season,winter
68.657,71.0,15.24,56230.0,819.0,41.0,47.0,58.0,81.0,87.0,89.0,max_temp,year_segment,2016-2024,season,fall
66.11,67.0,13.223,54739.0,828.0,43.0,49.0,57.0,77.0,82.0,85.0,max_temp,year_segment,2016-2024,season,spring
87.081,88.0,5.97,72103.0,828.0,77.0,79.0,83.0,91.0,95.0,96.65,max_temp,year_segment,2016-2024,season,summer
43.648,44.0,14.092,35486.0,813.0,20.0,26.0,34.0,54.0,61.0,66.0,max_temp,year_segment,2016-2024,season,winter
35.723,38.0,14.021,11074.0,310.0,8.45,17.0,28.0,45.0,52.0,55.55,max_temp,year_segment,1889-1898,month,1
39.06,40.0,14.642,11015.0,282.0,11.15,20.0,31.0,49.0,57.0,60.95,max_temp,year_segment,1889-1898,month,2
49.803,51.0,15.641,15439.0,310.0,25.45,30.9,39.0,61.0,69.0,74.0,max_temp,year_segment,1889-1898,month,3
64.797,66.0,14.18,19439.0,300.0,45.95,48.9,56.75,74.25,81.0,84.0,max_temp,year_segment,1889-1898,month,4
73.226,74.0,9.194,22700.0,310.0,56.45,62.0,67.0,81.0,84.1,87.0,max_temp,year_segment,1889-1898,month,5
82.923,84.0,7.772,24877.0,300.0,68.0,73.0,79.0,89.0,92.0,94.0,max_temp,year_segment,1889-1898,month,6
85.89,86.0,8.45,26626.0,310.0,75.0,77.0,81.0,91.0,95.0,97.0,max_temp,year_segment,1889-1898,month,7
84.916,85.0,8.736,26324.0,310.0,74.0,76.0,80.0,90.0,95.0,97.0,max_temp,year_segment,1889-1898,month,8
79.38,81.0,11.384,23814.0,300.0,60.0,65.0,72.0,88.0,92.1,94.0,max_temp,year_segment,1889-1898,month,9
66.326,67.0,14.356,20561.0,310.0,45.45,50.0,59.0,76.0,83.0,86.0,max_temp,year_segment,1889-1898,month,10
49.05,51.0,15.831,14715.0,300.0,20.95,30.0,40.75,60.25,68.0,71.0,max_temp,year_segment,1889-1898,month,11
42.335,42.5,14.887,13124.0,310.0,16.0,25.0,34.0,53.75,60.1,64.0,max_temp,year_segment,1889-1898,month,12
38.814,39.0,12.685,10829.0,279.0,17.0,22.0,31.0,48.0,55.0,59.1,max_temp,year_segment,1899-1907,month,1
35.198,35.0,15.831,8905.0,253.0,7.6,15.0,24.0,47.0,55.8,60.4,max_temp,year_segment,1899-1907,month,2
52.147,51.0,14.892,14549.0,279.0,27.9,34.0,42.0,63.5,71.2,77.0,max_temp,year_segment,1899-1907,month,3
63.6,64.0,12.043,17172.0,270.0,43.0,47.0,55.0,73.0,79.1,83.0,max_temp,year_segment,1899-1907,month,4
74.093,75.0,8.832,20672.0,279.0,58.0,61.8,69.0,81.0,85.0,86.0,max_temp,year_segment,1899-1907,month,5
82.356,82.5,7.49,22236.0,270.0,70.0,73.0,77.25,88.0,92.0,94.55,max_temp,year_segment,1899-1907,month,6
86.48,86.0,7.138,24128.0,279.0,75.0,78.0,82.0,90.0,95.0,100.1,max_temp,year_segment,1899-1907,month,7
86.462,87.0,6.54,24123.0,279.0,74.0,77.0,82.0,91.0,94.0,96.0,max_temp,year_segment,1899-1907,month,8
78.363,79.0,9.007,21158.0,270.0,62.0,66.0,72.0,84.0,90.0,92.0,max_temp,year_segment,1899-1907,month,9
69.362,70.0,10.523,19352.0,279.0,51.0,54.0,62.0,77.0,82.0,85.0,max_temp,year_segment,1899-1907,month,10
53.885,54.0,11.64,14549.0,270.0,34.0,38.0,45.0,64.0,68.1,71.0,max_temp,year_segment,1899-1907,month,11
40.222,40.0,11.478,11222.0,279.0,20.0,24.8,34.0,48.0,54.0,57.1,max_temp,year_segment,1899-1907,month,12
38.104,40.0,15.131,10631.0,279.0,11.9,18.0,29.0,49.0,57.0,61.0,max_temp,year_segment,1908-1916,month,1
40.396,40.0,13.045,10301.0,255.0,18.7,22.0,33.0,50.0,58.0,62.0,max_temp,year_segment,1908-1916,month,2
52.814,52.0,14.895,14735.0,279.0,30.0,33.0,41.0,63.0,74.0,79.1,max_temp,year_segment,1908-1916,month,3
64.996,66.0,11.579,17549.0,270.0,44.0,49.0,57.0,74.0,80.0,83.0,max_temp,year_segment,1908-1916,month,4
73.903,75.0,10.45,20619.0,279.0,55.9,59.0,66.0,82.0,87.0,89.1,max_temp,year_segment,1908-1916,month,5
82.296,83.0,8.438,22220.0,270.0,66.45,71.0,77.0,88.0,93.0,95.0,max_temp,year_segment,1908-1916,month,6
88.082,88.0,6.725,24575.0,279.0,78.0,80.0,84.0,92.0,97.0,100.0,max_temp,year_segment,1908-1916,month,7
86.832,88.0,8.494,24226.0,279.0,72.0,74.0,81.0,94.0,98.0,100.0,max_temp,year_segment,1908-1916,month,8
78.207,79.0,11.164,21116.0,270.0,62.0,64.0,71.0,86.0,91.0,95.0,max_temp,year_segment,1908-1916,month,9
67.47,70.0,12.388,18824.0,279.0,44.9,50.0,58.5,77.0,82.0,85.0,max_temp,year_segment,1908-1916,month,10
56.081,57.0,12.883,15142.0,270.0,34.9,39.0,48.0,66.0,72.1,76.55,max_temp,year_segment,1908-1916,month,11
39.706,40.0,11.767,11078.0,279.0,16.9,24.0,32.0,48.0,54.2,57.1,max_temp,year_segment,1908-1916,month,12
38.885,40.0,13.428,10849.0,279.0,15.9,20.0,29.0,49.0,55.0,59.0,max_temp,year_segment,1917-1925,month,1
43.646,43.5,14.082,11086.0,254.0,20.65,28.0,34.0,54.0,62.0,67.0,max_temp,year_segment,1917-1925,month,2
55.036,56.0,13.421,15355.0,279.0,32.0,36.0,46.0,65.0,72.2,75.0,max_temp,year_segment,1917-1925,month,3
63.044,62.0,10.74,17022.0,270.0,46.0,49.9,56.0,71.0,78.0,81.0,max_temp,year_segment,1917-1925,month,4
72.244,72.0,9.7,20156.0,279.0,56.0,59.0,66.0,79.5,85.0,87.1,max_temp,year_segment,1917-1925,month,5
84.489,86.0,7.989,22812.0,270.0,70.0,72.0,79.0,90.0,94.0,95.55,max_temp,year_segment,1917-1925,month,6
87.742,88.0,6.472,24480.0,279.0,77.9,80.0,83.0,92.0,96.0,97.1,max_temp,year_segment,1917-1925,month,7
86.649,87.0,7.463,24175.0,279.0,74.0,77.0,81.0,92.0,96.0,98.0,max_temp,year_segment,1917-1925,month,8
79.033,79.0,9.226,21339.0,270.0,63.0,67.0,73.0,86.0,90.0,95.0,max_temp,year_segment,1917-1925,month,9
66.315,67.0,12.26,18502.0,279.0,46.9,50.0,58.0,76.0,82.0,83.0,max_temp,year_segment,1917-1925,month,10
53.596,54.5,11.585,14471.0,270.0,34.0,38.0,45.25,62.0,69.0,73.0,max_temp,year_segment,1917-1925,month,11
40.391,42.0,14.68,11269.0,279.0,12.9,20.0,30.0,51.0,59.2,62.0,max_temp,year_segment,1917-1925,month,12
40.018,41.0,13.631,11165.0,279.0,15.9,21.0,32.0,51.0,56.0,59.1,max_temp,year_segment,1926-1934,month,1
46.343,47.0,14.642,11771.0,254.0,23.0,28.0,38.0,56.0,65.0,69.0,max_temp,year_segment,1926-1934,month,2
52.305,52.0,13.404,14593.0,279.0,31.0,35.0,43.0,62.0,70.0,74.1,max_temp,year_segment,1926-1934,month,3
64.996,66.0,11.645,17549.0,270.0,47.0,50.0,56.0,74.0,79.1,82.0,max_temp,year_segment,1926-1934,month,4
75.254,76.0,10.246,20996.0,279.0,57.0,61.0,67.5,83.0,88.0,90.0,max_temp,year_segment,1926-1934,month,5
84.53,85.0,9.623,22823.0,270.0,68.0,72.0,78.0,91.0,97.1,99.0,max_temp,year_segment,1926-1934,month,6
90.452,90.0,7.772,25236.0,279.0,79.0,81.0,84.0,95.5,100.0,104.1,max_temp,year_segment,1926-1934,month,7
87.24,87.0,8.638,24340.0,279.0,73.0,76.8,81.0,92.5,98.2,103.0,max_temp,year_segment,1926-1934,month,8
79.656,81.0,11.619,21507.0,270.0,61.0,65.0,73.25,88.0,92.1,95.0,max_temp,year_segment,1926-1934,month,9
68.839,70.0,11.611,19206.0,279.0,47.0,53.0,62.0,78.5,82.2,85.0,max_temp,year_segment,1926-1934,month,10
53.293,54.0,12.203,14389.0,270.0,34.45,37.0,43.25,63.0,69.0,72.55,max_temp,year_segment,1926-1934,month,11
42.136,42.0,12.353,11756.0,279.0,20.0,25.0,35.0,50.5,57.0,62.0,max_temp,year_segment,1926-1934,month,12
36.566,37.0,14.588,10202.0,279.0,12.0,15.0,27.0,46.5,55.0,58.1,max_temp,year_segment,1935-1943,month,1
40.807,39.0,14.017,10365.0,254.0,17.65,23.0,33.0,50.75,58.7,65.0,max_temp,year_segment,1935-1943,month,2
55.38,56.0,14.005,15451.0,279.0,34.0,37.0,45.0,66.0,73.2,78.0,max_temp,year_segment,1935-1943,month,3
65.952,66.0,12.612,17807.0,270.0,45.0,47.9,58.0,76.0,81.1,83.0,max_temp,year_segment,1935-1943,month,4
75.634,76.0,9.85,21102.0,279.0,57.0,62.0,69.5,83.0,88.0,90.0,max_temp,year_segment,1935-1943,month,5
84.7,86.0,8.632,22869.0,270.0,69.0,73.0,79.0,90.75,95.0,97.55,max_temp,year_segment,1935-1943,month,6
93.961,95.0,7.18,26215.0,279.0,81.9,84.0,89.0,100.0,102.0,105.0,max_temp,year_segment,1935-1943,month,7
90.875,91.0,8.619,25354.0,279.0,76.0,80.0,85.0,97.0,101.0,104.0,max_temp,year_segment,1935-1943,month,8
81.944,83.0,10.971,22125.0,270.0,62.45,66.0,75.0,90.0,95.0,99.0,max_temp,year_segment,1935-1943,month,9
70.982,72.0,11.942,19804.0,279.0,50.0,53.0,62.5,80.0,85.0,89.0,max_temp,year_segment,1935-1943,month,10
52.7,53.0,12.792,14229.0,270.0,32.45,36.0,43.25,62.0,69.0,73.0,max_temp,year_segment,1935-1943,month,11
42.982,42.0,11.893,11992.0,279.0,24.9,28.0,35.0,52.0,60.0,62.1,max_temp,year_segment,1935-1943,month,12
39.606,40.0,13.174,11050.0,279.0,16.9,22.0,31.0,49.0,56.0,60.1,max_temp,year_segment,1944-1952,month,1
44.482,45.0,13.263,11343.0,255.0,22.0,27.0,35.0,55.0,61.0,65.0,max_temp,year_segment,1944-1952,month,2
52.294,53.0,15.175,14590.0,279.0,30.9,33.0,39.5,64.0,73.0,76.0,max_temp,year_segment,1944-1952,month,3
64.633,65.0,11.816,17451.0,270.0,44.45,48.0,56.0,74.0,80.0,84.0,max_temp,year_segment,1944-1952,month,4
75.151,77.0,9.65,20967.0,279.0,58.0,62.0,69.0,82.0,86.0,89.0,max_temp,year_segment,1944-1952,month,5
84.559,85.0,8.956,22831.0,270.0,68.45,72.0,79.0,92.0,95.0,97.55,max_temp,year_segment,1944-1952,month,6
88.05,88.0,7.168,24566.0,279.0,76.0,79.0,83.0,93.0,97.0,99.0,max_temp,year_segment,1944-1952,month,7
87.842,88.0,8.429,24508.0,279.0,74.9,77.0,81.0,95.0,98.2,100.0,max_temp,year_segment,1944-1952,month,8
79.933,80.0,9.701,21582.0,270.0,63.45,67.0,73.0,87.0,93.0,95.0,max_temp,year_segment,1944-1952,month,9
71.563,72.0,10.632,19966.0,279.0,52.0,56.8,64.5,80.0,85.0,87.0,max_temp,year_segment,1944-1952,month,10
53.619,54.0,12.298,14477.0,270.0,33.0,38.0,45.0,61.0,70.1,74.0,max_temp,year_segment,1944-1952,month,11
41.677,40.0,13.134,11628.0,279.0,23.0,26.0,32.0,52.0,59.0,65.0,max_temp,year_segment,1944-1952,month,12
38.903,38.0,12.651,10854.0,279.0,18.0,21.8,30.0,48.5,56.0,60.1,max_temp,year_segment,1953-1961,month,1
44.228,46.0,12.893,11234.0,254.0,22.65,26.3,34.0,53.0,61.0,63.35,max_temp,year_segment,1953-1961,month,2
51.301,51.0,13.895,14313.0,279.0,30.0,34.8,41.5,62.0,70.0,75.0,max_temp,year_segment,1953-1961,month,3
65.648,66.0,12.152,17725.0,270.0,45.0,49.0,56.0,75.0,82.0,83.55,max_temp,year_segment,1953-1961,month,4
75.183,76.0,9.363,20976.0,279.0,60.0,62.0,68.5,83.0,87.0,89.0,max_temp,year_segment,1953-1961,month,5
85.241,85.0,8.263,23015.0,270.0,72.0,74.0,80.0,91.0,95.0,98.55,max_temp,year_segment,1953-1961,month,6
90.154,90.0,7.6,25153.0,279.0,79.0,81.0,85.0,95.0,100.0,102.0,max_temp,year_segment,1953-1961,month,7
89.953,91.0,6.926,25097.0,279.0,77.9,81.0,85.0,95.0,98.0,100.0,max_temp,year_segment,1953-1961,month,8
82.644,83.0,9.721,22314.0,270.0,67.0,70.0,76.0,90.0,96.0,97.55,max_temp,year_segment,1953-1961,month,9
70.233,71.0,10.422,19595.0,279.0,54.0,57.0,62.0,78.0,84.0,86.0,max_temp,year_segment,1953-1961,month,10
54.126,55.0,12.147,14614.0,270.0,34.45,38.9,45.25,64.0,71.0,73.0,max_temp,year_segment,1953-1961,month,11
43.025,43.0,11.421,12004.0,279.0,24.0,27.8,35.0,51.0,57.2,60.2,max_temp,year_segment,1953-1961,month,12
37.534,38.0,14.426,10472.0,279.0,13.0,19.0,27.0,48.0,56.0,61.0,max_temp,year_segment,1962-1970,month,1
43.618,43.0,11.422,11079.0,254.0,25.65,30.0,36.0,52.0,58.0,63.35,max_temp,year_segment,1962-1970,month,2
53.932,53.0,14.357,15047.0,279.0,32.0,36.0,43.0,65.5,73.2,78.1,max_temp,year_segment,1962-1970,month,3
67.904,68.0,10.763,18334.0,270.0,47.45,53.0,62.0,76.0,82.0,84.0,max_temp,year_segment,1962-1970,month,4
78.09,80.0,9.802,21787.0,279.0,60.0,63.8,71.0,86.0,90.0,90.1,max_temp,year_segment,1962-1970,month,5
83.581,85.0,7.39,22567.0,270.0,69.45,74.0,79.25,89.0,92.0,93.55,max_temp,year_segment,1962-1970,month,6
89.43,89.0,6.143,24951.0,279.0,79.0,81.0,85.0,94.0,97.0,99.0,max_temp,year_segment,1962-1970,month,7
87.513,88.0,7.473,24416.0,279.0,74.0,78.0,83.0,93.0,96.0,100.0,max_temp,year_segment,1962-1970,month,8
79.87,80.0,7.993,21565.0,270.0,65.45,69.0,75.0,85.0,90.0,92.55,max_temp,year_segment,1962-1970,month,9
71.158,71.0,10.974,19853.0,279.0,52.9,57.0,64.0,80.0,86.0,88.1,max_temp,year_segment,1962-1970,month,10
56.252,57.0,11.572,15188.0,270.0,39.0,40.0,48.0,65.0,71.0,75.0,max_temp,year_segment,1962-1970,month,11
42.337,42.0,13.235,11812.0,279.0,22.9,26.0,33.0,51.5,60.0,65.0,max_temp,year_segment,1962-1970,month,12
31.498,32.0,14.12,8788.0,279.0,8.0,12.0,20.0,42.0,48.2,55.0,max_temp,year_segment,1971-1979,month,1
40.13,38.0,15.198,10193.0,254.0,17.0,21.0,29.25,51.0,61.0,66.0,max_temp,year_segment,1971-1979,month,2
53.466,54.0,13.741,14917.0,279.0,32.0,35.8,43.0,63.0,72.0,76.0,max_temp,year_segment,1971-1979,month,3
65.733,66.0,11.237,17748.0,270.0,45.45,50.0,59.0,74.0,80.0,82.55,max_temp,year_segment,1971-1979,month,4
74.412,74.0,8.418,20761.0,279.0,60.9,64.0,69.0,81.0,85.0,88.0,max_temp,year_segment,1971-1979,month,5
84.467,85.0,6.687,22806.0,270.0,72.45,75.0,80.0,89.0,93.1,96.0,max_temp,year_segment,1971-1979,month,6
88.677,90.0,7.155,24741.0,279.0,75.0,80.0,84.0,94.0,97.0,100.0,max_temp,year_segment,1971-1979,month,7
86.878,88.0,7.097,24239.0,279.0,74.0,78.0,82.0,92.0,95.2,97.0,max_temp,year_segment,1971-1979,month,8
78.296,79.0,9.718,21140.0,270.0,63.45,65.0,71.0,86.0,91.0,94.0,max_temp,year_segment,1971-1979,month,9
67.681,68.0,10.345,18883.0,279.0,49.0,54.8,60.5,75.0,80.0,84.0,max_temp,year_segment,1971-1979,month,10
51.1,51.0,12.613,13797.0,270.0,31.45,34.9,42.0,61.0,67.0,70.0,max_temp,year_segment,1971-1979,month,11
40.219,40.0,12.062,11221.0,279.0,20.0,24.8,33.0,48.0,56.0,61.0,max_temp,year_segment,1971-1979,month,12
36.161,36.0,12.726,10089.0,279.0,16.0,19.8,27.0,45.0,54.0,57.1,max_temp,year_segment,1980-1988,month,1
41.173,41.0,14.624,10499.0,255.0,18.0,21.0,30.5,51.5,60.6,64.3,max_temp,year_segment,1980-1988,month,2
53.731,54.0,13.622,14991.0,279.0,33.0,37.0,43.5,64.0,73.0,75.1,max_temp,year_segment,1980-1988,month,3
65.437,65.0,12.031,17668.0,270.0,44.45,49.9,57.0,74.75,81.0,85.0,max_temp,year_segment,1980-1988,month,4
74.91,76.0,7.995,20900.0,279.0,60.9,64.0,70.0,81.0,85.0,87.0,max_temp,year_segment,1980-1988,month,5
83.896,84.0,7.492,22652.0,270.0,70.0,75.0,80.0,88.0,93.0,95.0,max_temp,year_segment,1980-1988,month,6
90.05,90.0,6.498,25124.0,279.0,81.0,83.0,86.0,94.0,99.0,102.0,max_temp,year_segment,1980-1988,month,7
87.312,87.0,8.709,24360.0,279.0,73.0,76.0,81.0,93.0,99.0,102.0,max_temp,year_segment,1980-1988,month,8
79.493,81.0,9.803,21463.0,270.0,61.45,66.0,74.0,86.0,92.0,94.0,max_temp,year_segment,1980-1988,month,9
65.516,66.0,9.732,18279.0,279.0,49.0,52.0,59.0,73.0,76.2,81.0,max_temp,year_segment,1980-1988,month,10
52.093,54.0,12.538,14065.0,270.0,32.0,37.0,42.0,62.0,66.0,70.0,max_temp,year_segment,1980-1988,month,11
38.796,39.0,13.577,10824.0,279.0,13.9,22.0,32.0,47.0,56.0,59.1,max_temp,year_segment,1980-1988,month,12
38.108,38.0,13.26,10632.0,279.0,15.0,21.0,29.0,47.0,55.2,60.0,max_temp,year_segment,1989-1997,month,1
43.154,42.0,14.587,10961.0,254.0,21.0,25.3,33.0,54.0,62.0,64.35,max_temp,year_segment,1989-1997,month,2
55.473,56.0,13.912,15477.0,279.0,32.0,36.0,46.0,66.0,74.0,78.0,max_temp,year_segment,1989-1997,month,3
63.644,63.0,12.644,17184.0,270.0,45.0,48.0,55.25,72.0,80.1,84.0,max_temp,year_segment,1989-1997,month,4
72.835,74.0,8.859,20321.0,279.0,56.9,60.0,67.0,80.0,84.0,86.0,max_temp,year_segment,1989-1997,month,5
83.337,84.5,6.673,22501.0,270.0,72.0,74.0,79.0,89.0,91.0,93.0,max_temp,year_segment,1989-1997,month,6
87.154,87.0,6.494,24316.0,279.0,76.0,79.0,83.0,91.0,96.0,98.0,max_temp,year_segment,1989-1997,month,7
85.903,86.0,6.716,23967.0,279.0,75.0,77.0,81.0,91.0,94.0,96.0,max_temp,year_segment,1989-1997,month,8
77.674,79.0,9.69,20972.0,270.0,61.45,65.0,71.0,84.0,89.0,92.0,max_temp,year_segment,1989-1997,month,9
67.914,69.0,11.26,18948.0,279.0,48.9,53.0,60.0,77.0,82.2,85.0,max_temp,year_segment,1989-1997,month,10
50.47,51.0,12.005,13627.0,270.0,31.45,34.9,42.0,59.0,65.0,69.55,max_temp,year_segment,1989-1997,month,11
40.039,40.0,12.765,11171.0,279.0,15.9,26.0,33.0,49.0,56.0,60.1,max_temp,year_segment,1989-1997,month,12
40.186,39.0,13.245,11212.0,279.0,16.9,24.0,31.5,50.0,58.0,62.0,max_temp,year_segment,1998-2006,month,1
45.858,45.0,12.637,11648.0,254.0,25.0,30.3,37.0,55.75,63.0,66.0,max_temp,year_segment,1998-2006,month,2
53.864,54.0,12.718,15028.0,279.0,35.0,38.0,45.0,63.0,71.0,75.0,max_temp,year_segment,1998-2006,month,3
67.815,68.0,10.626,18310.0,270.0,50.0,54.0,60.0,76.0,81.1,84.0,max_temp,year_segment,1998-2006,month,4
76.409,77.0,8.489,21318.0,279.0,62.0,63.8,71.0,83.0,87.0,89.0,max_temp,year_segment,1998-2006,month,5
82.944,84.0,7.022,22395.0,270.0,70.0,74.0,79.0,88.0,91.1,93.0,max_temp,year_segment,1998-2006,month,6
89.247,89.0,6.817,24900.0,279.0,78.0,80.0,85.0,94.0,98.0,99.1,max_temp,year_segment,1998-2006,month,7
88.509,88.0,7.451,24694.0,279.0,76.0,79.0,83.0,94.0,98.0,101.0,max_temp,year_segment,1998-2006,month,8
80.0,81.0,8.966,21600.0,270.0,64.45,68.9,74.0,86.0,91.0,94.0,max_temp,year_segment,1998-2006,month,9
67.151,68.0,10.588,18735.0,279.0,49.0,53.0,60.0,74.0,80.0,84.0,max_temp,year_segment,1998-2006,month,10
55.648,56.0,11.916,15025.0,270.0,35.0,40.0,46.25,64.0,71.0,74.55,max_temp,year_segment,1998-2006,month,11
42.599,45.0,13.271,11885.0,279.0,18.0,24.0,35.0,52.0,59.0,63.0,max_temp,year_segment,1998-2006,month,12
38.344,39.0,13.899,10698.0,279.0,16.0,19.8,27.5,47.0,57.0,62.0,max_temp,year_segment,2007-2015,month,1
39.559,38.0,13.519,10048.0,254.0,18.65,22.0,30.0,50.0,58.0,62.0,max_temp,year_segment,2007-2015,month,2
56.373,57.0,14.881,15728.0,279.0,32.0,37.0,45.0,68.5,76.0,79.1,max_temp,year_segment,2007-2015,month,3
65.304,66.0,11.306,17632.0,270.0,45.0,49.0,58.0,73.0,80.0,82.0,max_temp,year_segment,2007-2015,month,4
74.95,75.0,9.271,20911.0,279.0,59.0,62.8,69.0,83.0,86.0,88.0,max_temp,year_segment,2007-2015,month,5
84.604,85.0,6.7,22843.0,270.0,73.45,76.0,80.0,89.0,92.0,94.0,max_temp,year_segment,2007-2015,month,6
88.151,88.0,7.019,24594.0,279.0,77.0,80.0,84.0,92.0,97.0,100.0,max_temp,year_segment,2007-2015,month,7
87.817,87.0,7.004,24501.0,279.0,77.0,79.0,83.0,93.0,97.0,99.0,max_temp,year_segment,2007-2015,month,8
79.193,79.0,8.155,21382.0,270.0,67.0,69.0,74.0,84.0,90.0,93.0,max_temp,year_segment,2007-2015,month,9
67.301,67.0,10.229,18777.0,279.0,50.0,54.0,60.0,75.0,81.0,84.0,max_temp,year_segment,2007-2015,month,10
54.885,57.0,11.965,14819.0,270.0,33.45,38.0,47.0,63.0,70.0,74.0,max_temp,year_segment,2007-2015,month,11
41.491,42.0,12.281,11576.0,279.0,21.0,26.8,32.0,51.0,57.2,62.0,max_temp,year_segment,2007-2015,month,12
39.38,39.0,12.835,10987.0,279.0,18.0,23.0,32.5,49.0,55.2,60.0,max_temp,year_segment,2016-2024,month,1
46.294,49.0,16.176,11805.0,255.0,19.7,25.4,35.0,58.0,66.6,72.0,max_temp,year_segment,2016-2024,month,2
56.814,57.0,12.211,15851.0,279.0,37.0,42.0,49.0,66.0,73.0,76.0,max_temp,year_segment,2016-2024,month,3
66.196,67.0,11.024,17873.0,270.0,47.0,52.0,59.0,75.0,80.0,82.0,max_temp,year_segment,2016-2024,month,4
75.323,77.0,9.031,21015.0,279.0,60.0,62.0,69.0,82.0,85.2,88.0,max_temp,year_segment,2016-2024,month,5
86.711,87.0,5.879,23412.0,270.0,76.0,79.0,82.25,91.0,94.0,95.0,max_temp,year_segment,2016-2024,month,6
88.014,88.0,5.474,24556.0,279.0,80.0,81.0,85.0,92.0,95.0,97.0,max_temp,year_segment,2016-2024,month,7
86.505,87.0,6.424,24135.0,279.0,75.9,78.0,82.0,91.0,95.0,97.0,max_temp,year_segment,2016-2024,month,8
81.993,83.0,7.286,22138.0,270.0,69.0,72.0,77.0,87.0,90.0,92.0,max_temp,year_segment,2016-2024,month,9
68.799,70.0,12.377,19195.0,279.0,44.0,52.0,62.0,78.0,84.0,86.0,max_temp,year_segment,2016-2024,month,10
55.174,56.0,11.57,14897.0,270.0,35.45,38.0,47.0,64.0,70.0,73.0,max_temp,year_segment,2016-2024,month,11
45.498,46.0,12.167,12694.0,279.0,25.9,30.0,37.0,54.0,59.2,65.0,max_temp,year_segment,2016-2024,month,12
45.885,46.0,16.801,16748.0,365.0,15.6,24.4,34.0,60.0,67.0,69.8,min_temp,year,1889,,
45.482,46.0,18.536,16601.0,365.0,11.0,20.0,33.0,61.0,70.0,72.0,min_temp,year,1890,,
44.485,45.0,17.977,16237.0,365.0,14.0,20.4,30.0,61.0,67.0,69.0,min_temp,year,1891,,
44.432,45.0,19.558,16262.0,366.0,10.25,18.0,31.0,61.0,69.0,72.0,min_temp,year,1892,,
41.575,44.0,21.748,15175.0,365.0,0.0,9.4,25.0,62.0,68.0,70.0,min_temp,year,1893,,
44.181,47.0,21.135,16126.0,365.0,0.0,12.4,32.0,63.0,68.0,71.0,min_temp,year,1894,,
42.647,45.0,22.984,15566.0,365.0,0.0,6.0,26.0,63.0,69.6,73.0,min_temp,year,1895,,
45.59,46.0,19.149,16686.0,366.0,16.0,20.0,29.0,62.0,69.0,72.0,min_temp,year,1896,,
46.293,48.0,19.949,16897.0,365.0,12.0,19.0,30.0,63.0,71.0,74.0,min_temp,year,1897,,
46.088,46.0,19.441,16822.0,365.0,13.0,22.0,31.0,65.0,70.0,72.0,min_temp,year,1898,,
45.337,50.0,21.9,16548.0,365.0,7.0,13.4,30.0,64.0,70.0,72.0,min_temp,year,1899,,
47.082,49.0,19.842,17185.0,365.0,11.2,20.0,32.0,65.0,70.0,73.0,min_temp,year,1900,,
46.699,46.0,20.522,17045.0,365.0,13.2,20.4,31.0,64.0,73.0,76.0,min_temp,year,1901,,
45.833,50.0,19.403,16729.0,365.0,10.0,18.0,32.0,61.0,69.0,71.8,min_temp,year,1902,,
45.386,47.0,18.738,16566.0,365.0,15.0,22.0,31.0,61.0,68.0,72.8,min_temp,year,1903,,
44.743,46.0,19.008,16376.0,366.0,11.0,18.5,31.0,61.75,68.0,70.0,min_temp,year,1904,,
45.488,49.0,20.901,16603.0,365.0,5.2,17.0,33.0,64.0,69.0,71.0,min_temp,year,1905,,
46.403,48.0,18.785,16937.0,365.0,14.2,21.0,31.0,64.0,70.0,72.0,min_temp,year,1906,,
46.052,44.0,17.838,16809.0,365.0,19.0,23.4,32.0,63.0,70.0,72.8,min_temp,year,1907,,
46.705,45.0,17.541,17094.0,366.0,18.5,24.5,33.0,62.0,69.0,70.75,min_temp,year,1908,,
45.773,47.0,20.335,16707.0,365.0,7.0,17.4,32.0,63.0,71.0,73.0,min_temp,year,1909,,
46.474,50.0,18.832,16963.0,365.0,15.0,21.4,31.0,63.0,69.0,72.0,min_temp,year,1910,,
47.603,47.0,19.828,17375.0,365.0,16.4,22.0,32.0,66.0,72.6,76.0,min_temp,year,1911,,
44.475,46.0,21.729,16278.0,366.0,6.5,16.0,28.0,63.0,71.0,74.0,min_temp,year,1912,,
47.803,49.0,20.759,17448.0,365.0,11.0,19.0,31.0,65.0,75.0,78.0,min_temp,year,1913,,
47.4,50.0,20.86,17301.0,365.0,10.0,18.4,31.0,66.0,72.0,75.0,min_temp,year,1914,,
46.896,51.0,17.207,17117.0,365.0,20.0,25.0,32.0,62.0,67.0,69.8,min_temp,year,1915,,
45.536,47.0,20.758,16666.0,366.0,7.0,15.0,32.0,63.0,72.0,76.0,min_temp,year,1916,,
43.29,43.0,20.469,15801.0,365.0,6.2,14.4,30.0,60.0,69.0,71.0,min_temp,year,1917,,
46.868,48.0,21.032,17107.0,365.0,8.0,15.8,34.0,65.0,72.0,75.8,min_temp,year,1918,,
